profile,shortcode,url,visible_views,clasificacion,confianza,frase_gancho,razon,mensaje_principal,territorio,comentarios,score_total,score_ponderado,tipo_dominante,tier_views,mensaje,categoria_mensaje
maquiempanadas,DSGycCDgbjT,https://www.instagram.com/maquiempanadas/reel/DSGycCDgbjT/,5435,BENEFICIO,alta,"¿No hay con quién trabajar justo ahora? Te mostramos cómo producir sin frenos, incluso cuando falta personal.","Argumento directo: tus ventas no pueden caer en temporada alta; con el equipo correcto, producción constante. Promesa de impacto operacional/económico.",,,,,,,Bajo,BEN_MENOS_PERSONAL,BENEFICIO
maquiempanadas,DTF9GKtjRJd,https://www.instagram.com/maquiempanadas/reel/DTF9GKtjRJd/,5199,VALOR,alta,¿Y si esto fuera mi negocio? De un antojo a un sueño que se puede construir.,"Reflexión aspiracional sobre el pandebono como puerta a un negocio propio. El frame es el sueño del emprendedor, no la máquina ni cifras.",,,,,,,Bajo,VAL_SUEÑO,VALOR
maquiempanadas,DT-LA2uE1rl,https://www.instagram.com/maquiempanadas/reel/DT-LA2uE1rl/,5017,VALOR,media,"Hay amores que saben a pollo, otros a carne, otros a queso.","Reflexión emocional sobre @deliciasycronch (""ese momentico que huele a hogar""). Identidad afectiva del producto por encima de cualquier rasgo técnico.",,,,,,,Bajo,VAL_FAMILIA,VALOR
maquiempanadas,DTNu0gBDQSO,https://www.instagram.com/maquiempanadas/reel/DTNu0gBDQSO/,4899,CARACTERÍSTICA,baja,Conoce la máquina nueva en vivo.,"Aviso corto de lanzamiento de máquina, sin desarrollar spec ni promesa. La señal apunta al equipo nuevo.",,,,,,,Bajo,ATR_DEMO,ATRIBUTO
maquiempanadas,DS-Ov0WFLf1,https://www.instagram.com/maquiempanadas/reel/DS-Ov0WFLf1/,4464,VALOR,media,"Amasar, rellenar, cortar y empacar — así fue para muchos la mejor época del año.","Caso @latradicionempandas (sabores ecuatorianos) narrado como ritmo y mística de fin de año. Frame es identidad y trabajo del emprendedor, no cifras.",,,,,,,Bajo,VAL_TRADICION,VALOR
maquiempanadas,DSHudt7DZU0,https://www.instagram.com/maquiempanadas/reel/DSHudt7DZU0/,3956,BENEFICIO,alta,"Te ayudamos a descubrir exactamente cuánto podrías producir, vender y ganar.","Diagnóstico personalizado en términos de producción, ventas y ganancia. Promesa económica directa al negocio del cliente.",,,,,,,Bajo,BEN_MAS_VENTAS,BENEFICIO
maquiempanadas,DWkCshpiGtQ,https://www.instagram.com/maquiempanadas/reel/DWkCshpiGtQ/,3951,VALOR,alta,Tener una mamá latina es esto. Eso es ser emprendedora latina. Y eso no tiene precio.,"Caso @delorigen narrado como identidad latina/maternal. Sin spec ni cifras, todo es relato e identidad cultural.",,,,,,,Bajo,VAL_FAMILIA,VALOR
maquiempanadas,DSfwhiFjO-i,https://www.instagram.com/maquiempanadas/reel/DSfwhiFjO-i/,3918,VALOR,alta,"La empanada hawaiana existe: atrévete a combinar, inventar y diferenciarte.","Caso @unicas.empanadas presentado como innovación y creatividad (""sabores que se recuerdan""). Frame de identidad creativa más que de rendimiento.",,,,,,,Bajo,VAL_IDENTIDAD,VALOR
maquiempanadas,DSne7LoDRLU,https://www.instagram.com/maquiempanadas/reel/DSne7LoDRLU/,3259,BENEFICIO,alta,"Cuando una buena receta encuentra la herramienta correcta, no tiene fronteras.","Caso @tropicalfood.ca: argumento central es estandarización (misma forma, peso, calidad) que habilita venta al por mayor, festivales, distribución. Impacto operacional y comercial.",,,,,,,Bajo,BEN_ESCALAR,BENEFICIO
maquiempanadas,DW3kddNiN35,https://www.instagram.com/maquiempanadas/reel/DW3kddNiN35/,2933,VALOR,alta,"La empanada es cultura, es madrugada, es esfuerzo.",Día de la Empanada como celebración de identidad cultural y trabajo. Sin contenido funcional sobre el equipo o el negocio.,,,,,,,Bajo,VAL_TRADICION,VALOR
maquiempanadas,DS27tzIj2HV,https://www.instagram.com/maquiempanadas/reel/DS27tzIj2HV/,2828,VALOR,alta,"Cuando hay propósito, la producción responde.","Caso @delaabuela con frame ""convirtió la tradición en un negocio rentable"". Aunque hay mención de capacidad y portafolio, el ancla narrativa es propósito y tradición.",,,,,,,Bajo,VAL_CRECIMIENTO,VALOR
maquiempanadas,DU8jvPeDUA8,https://www.instagram.com/maquiempanadas/reel/DU8jvPeDUA8/,2808,CARACTERÍSTICA,alta,"Hoy mostramos la CM05i en acción: producción, rendimiento, alertas y analítica, todo en tiempo real.","Demo en vivo enfocado en features de la máquina (producción, alertas, analítica). El argumento se construye sobre lo que el equipo hace, no sobre el negocio del cliente.",,,,,,,Bajo,ATR_ANALITICA,ATRIBUTO
maquiempanadas,DVbWdHgjSjf,https://www.instagram.com/maquiempanadas/reel/DVbWdHgjSjf/,2683,VALOR,baja,Conoce el secreto para tener 4 tiendas Iguana en Manizales.,"Teaser sobre caso de éxito de cadena de cafés. Frame aspiracional/identidad (""el secreto""), sin spec ni cifras.",,,,,,,Bajo,VAL_CRECIMIENTO,VALOR
maquiempanadas,DTQukA0EYUt,https://www.instagram.com/maquiempanadas/reel/DTQukA0EYUt/,2643,CARACTERÍSTICA,baja,En nuestras demos en vivo.,"Frase suelta sobre las demos en vivo. Sin desarrollar funcionalidad, beneficio o relato.",,,,,,,Bajo,ATR_DEMO,ATRIBUTO
maquiempanadas,DSIN-tdjc_b,https://www.instagram.com/maquiempanadas/reel/DSIN-tdjc_b/,2635,BENEFICIO,alta,Conoce cómo recuperar la inversión de la máquina en meses.,Promesa explícita de ROI en meses. Argumento puramente económico sobre la inversión del cliente.,,,,,,,Bajo,BEN_ROI,BENEFICIO
maquiempanadas,DWe5EotgYsS,https://www.instagram.com/maquiempanadas/reel/DWe5EotgYsS/,2403,VALOR,alta,Una niña vendiendo empanadas en el recreo. Hoy despacha hasta 2.500 empanadas los fines de semana.,"Historia de origen de Lunchería Yusmila desde la infancia hasta el negocio actual. Aunque cita 2.500/fin de semana, el frame dominante es la trayectoria personal.",,,,,,,Bajo,VAL_CRECIMIENTO,VALOR
maquiempanadas,DSFP-hyDcme,https://www.instagram.com/maquiempanadas/reel/DSFP-hyDcme/,2213,BENEFICIO,alta,¿Quiere saber cómo se recupera la inversión?,Hook financiero directo: ROI de la máquina. Argumento exclusivamente económico.,,,,,,,Bajo,BEN_ROI,BENEFICIO
maquiempanadas,DWhd2SUCcXZ,https://www.instagram.com/maquiempanadas/reel/DWhd2SUCcXZ/,1648,VALOR,alta,"Volar solo por empanadas. Cuando tu producto genera ese nivel de lealtad, ya no necesitas convencer a nadie.","Caso @empanadasyayita centrado en lealtad y experiencia del cliente final. Frame identitario (""masa delgadita, toque dulce, lo que ninguna otra tiene""), no rendimiento técnico.",,,,,,,Bajo,VAL_COMUNIDAD,VALOR
metalurgicavazquez,DQNXQvcAABa,https://www.instagram.com/metalurgicavazquez/reel/DQNXQvcAABa/,8000000,BENEFICIO,alta,"La máquina que revoluciona la producción de empanadas: más producción, menos esfuerzo, y un acabado perfecto en cada pieza.","Aunque cita la AR6-D y ""6 empanadas por ciclo"", el cierre es la promesa al cliente: más producción, menos esfuerzo. Marco de impacto operacional.",,,,,,,Viral,BEN_MENOS_ESFUERZO,BENEFICIO
metalurgicavazquez,DPzlmXij-0u,https://www.instagram.com/metalurgicavazquez/reel/DPzlmXij-0u/,3400000,BENEFICIO,alta,La máquina A1 llegó para simplificar tu producción.,"""Simplificar tu producción"", ""producir más con menos esfuerzo"", ""ideal para emprendimientos que quieren crecer"". Argumento centrado en el negocio del cliente.",,,,,,,Viral,BEN_EFICIENCIA,BENEFICIO
metalurgicavazquez,DWOryC_jTBK,https://www.instagram.com/metalurgicavazquez/reel/DWOryC_jTBK/,491000,BENEFICIO,alta,Llevá tu producción al siguiente nivel con nuestra máquina manual.,"Marco aspiracional al pyme/emprendedor: optimizar tiempos, mejorar producción, dar un paso más. La cifra (100 docenas/hora) es soporte, no el ancla.",,,,,,,Alto,BEN_ESCALAR,BENEFICIO
metalurgicavazquez,DXO2W8lCkl1,https://www.instagram.com/metalurgicavazquez/reel/DXO2W8lCkl1/,454000,BENEFICIO,alta,"Más variedad, más eficiencia y una producción mucho más práctica.","Encabezado en términos de outcomes operacionales (variedad, eficiencia, practicidad). La Múltipla aparece como vehículo, pero la promesa es para el negocio.",,,,,,,Alto,BEN_EFICIENCIA,BENEFICIO
metalurgicavazquez,DWuTSLKimec,https://www.instagram.com/metalurgicavazquez/reel/DWuTSLKimec/,366000,BENEFICIO,alta,Crecer en el negocio de empanadas también es mejorar el proceso.,Argumento explícito: la AR6D permite producir 700/hora con un operador y 1.200 con dos. Crecimiento del negocio cuantificado.,,,,,,,Alto,BEN_ESCALAR,BENEFICIO
metalurgicavazquez,DXKq6lACj99,https://www.instagram.com/metalurgicavazquez/reel/DXKq6lACj99/,279000,CARACTERÍSTICA,alta,Estamos felices de contarles que MONV ahora es distribuidor oficial de ITALGI.,"Anuncio de alianza + presentación detallada de Modula con cortes (1,8/6/10 mm) y formatos (lasaña, tagliolini, ravioli, etc.). Foco en el equipo y sus capacidades técnicas.",,,,,,,Alto,ATR_CALIDAD_PRODUCTO,ATRIBUTO
metalurgicavazquez,DWJjwBJjTVb,https://www.instagram.com/metalurgicavazquez/reel/DWJjwBJjTVb/,237000,VALOR,alta,"De Argentina al mundo. No solo hacemos máquinas: llevamos trabajo argentino, innovación y experiencia.","Manifiesto de identidad nacional y orgullo de marca. La frase clave niega explícitamente que el mensaje sea sobre ""máquinas"".",,,,,,,Alto,VAL_ORGULLO,VALOR
metalurgicavazquez,DV1SN-cAPin,https://www.instagram.com/metalurgicavazquez/reel/DV1SN-cAPin/,156000,CARACTERÍSTICA,alta,"Cuando la tecnología está bien hecha, se nota. En el ritmo. En la precisión. Y en el resultado.","Frase concentrada en cualidades técnicas del equipo (ritmo, precisión, resultado) + nombre del modelo (Junior 600) y su función. La protagonista es la máquina.",,,,,,,Alto,ATR_PRECISION,ATRIBUTO
metalurgicavazquez,DWcXfXXj4tL,https://www.instagram.com/metalurgicavazquez/reel/DWcXfXXj4tL/,154000,CARACTERÍSTICA,alta,Conocé nuestra AR2D con dosificación automática — 500 empanadas por hora.,"Presentación del equipo y su capacidad. Cifra como rasgo del equipo, no como promesa al negocio.",,,,,,,Alto,ATR_AUTOMATIZACION,ATRIBUTO
metalurgicavazquez,DXHSPOkI163,https://www.instagram.com/metalurgicavazquez/reel/DXHSPOkI163/,137000,BENEFICIO,alta,Aumentá tu producción sin tener que contratar más personal.,Promesa única y directa: producir más sin sumar nómina. Marco de eficiencia laboral del cliente.,,,,,,,Alto,BEN_MENOS_PERSONAL,BENEFICIO
metalurgicavazquez,DXmPxHxjT53,https://www.instagram.com/metalurgicavazquez/reel/DXmPxHxjT53/,78000,CARACTERÍSTICA,alta,"Más tapas, menos tiempo. La MINI JUNIOR corta discos de masa con precisión, orden y ritmo constante.","Aunque ""más tapas, menos tiempo"" suena a beneficio, el cuerpo describe el funcionamiento de la MINI JUNIOR (precisión, orden, ritmo). Foco dominante: la máquina.",,,,,,,Medio,ATR_PRECISION,ATRIBUTO
metalurgicavazquez,DXUICK4DTsW,https://www.instagram.com/metalurgicavazquez/reel/DXUICK4DTsW/,71300,BENEFICIO,alta,Aumentá tu producción de empanadas sin sumar más personal ni más esfuerzo.,"Marco directo de eficiencia laboral del cliente, soportado con cifra (1.000 empanadas/hora con dos operarios). Promesa al negocio.",,,,,,,Medio,BEN_MENOS_PERSONAL,BENEFICIO
metalurgicavazquez,DWRVCDejYlB,https://www.instagram.com/metalurgicavazquez/reel/DWRVCDejYlB/,67800,CARACTERÍSTICA,alta,La Mini Junior produce aprox. 600 docenas por hora y funciona con solo 2 operarios.,Spec compacta del equipo (capacidad y operarios). Sin lenguaje aspiracional ni de impacto al negocio.,,,,,,,Medio,ATR_CAPACIDAD,ATRIBUTO
metalurgicavazquez,DWjbowwoy3R,https://www.instagram.com/metalurgicavazquez/reel/DWjbowwoy3R/,49300,CARACTERÍSTICA,baja,Escribinos al +549 11 3198 3998 si estás en Argentina o resto del mundo.,Caption es solo CTA de contacto. Sin contenido funcional ni narrativo. Confianza baja por ausencia de señal.,,,,,,,Medio,ATR_DEMO,ATRIBUTO
metalurgicavazquez,DW9thp-igvM,https://www.instagram.com/metalurgicavazquez/reel/DW9thp-igvM/,40800,CARACTERÍSTICA,alta,"Empanadas saliendo con ritmo, precisión y producción real. La AR6 en acción.","Demo del equipo destacando atributos del proceso (ritmo, precisión). Foco en mostrar la máquina trabajando.",,,,,,,Medio,ATR_DEMO,ATRIBUTO
metalurgicavazquez,DWEakfejTyq,https://www.instagram.com/metalurgicavazquez/reel/DWEakfejTyq/,19300,BENEFICIO,alta,"Automatizar no es solo sumar maquinaria: es mejorar la calidad, optimizar tiempos y llevar tu planta a otro nivel.","Frase que niega el lado feature (""no es solo sumar maquinaria"") y se inclina explícitamente hacia outcomes operacionales del negocio.",,,,,,,Bajo,BEN_EFICIENCIA,BENEFICIO
metalurgicavazquez,DV9NNR5D6fR,https://www.instagram.com/metalurgicavazquez/reel/DV9NNR5D6fR/,18200,BENEFICIO,alta,¿Seguís apilando pascualinas a mano?,Hook que confronta con un dolor operacional (trabajo manual repetitivo) y promete continuidad de línea + 3.600 pares/hora. Marco de impacto al proceso del cliente.,,,,,,,Bajo,BEN_MENOS_ESFUERZO,BENEFICIO
metalurgicavazquez,DWokspJIru-,https://www.instagram.com/metalurgicavazquez/reel/DWokspJIru-/,16300,VALOR,alta,"De Argentina a Madrid. Cuando el trabajo está bien hecho, no hay fronteras.","Visita a cliente Graciana en Madrid narrada como orgullo de marca y alcance global. Frame de identidad, no de spec ni de cifra.",,,,,,,Bajo,VAL_ORGULLO,VALOR
metalurgicavazquez,DWG-CfvDRnm,https://www.instagram.com/metalurgicavazquez/reel/DWG-CfvDRnm/,12600,CARACTERÍSTICA,baja,Visitá una planta en funcionamiento con nuestras máquinas de producción de discos.,Invitación a visitar planta con las máquinas trabajando. Sin desarrollo funcional ni promesa económica.,,,,,,,Bajo,ATR_DEMO,ATRIBUTO
metalurgicavazquez,DXcQ78UjWfh,https://www.instagram.com/metalurgicavazquez/reel/DXcQ78UjWfh/,10100,CARACTERÍSTICA,alta,"Innovación, calidad y tecnología italiana en una sola máquina.","Presentación de Modula con detalle de cortes (1,8/6/10 mm), formatos (lasaña, ravioli, ñoquis, etc.) y modularidad. Foco íntegro en el equipo.",,,,,,,Bajo,ATR_CALIDAD_PRODUCTO,ATRIBUTO
metalurgicavazquez,DWWTKn1jacL,https://www.instagram.com/metalurgicavazquez/reel/DWWTKn1jacL/,9093,CARACTERÍSTICA,baja,Encontrá nuestra máquina manual en www.monv.com.ar.,"Caption breve que apunta a la web y al envío internacional. Apenas alude al equipo, sin desarrollar.",,,,,,,Bajo,ATR_DEMO,ATRIBUTO
